날짜,음식섭취등수값,음식명,음식섭취수,음식섭취비율,사용자연령값,시간
2020-01-12,17, 부쉬맨 브레드,1,4.347826, [20-29],22
2020-01-31,17, 부쉬맨 브레드,1,0.8, [0-19],17
2020-01-26,17, 허니브레드,1,2.439024, [0-19],17
2020-01-04,18, 부쉬맨 브레드,1,2.380952, [20-29],13
2020-01-02,19, 부쉬맨 브레드,1,4.545455, [20-29],8
2020-01-11,19, 허니브레드,1,1.315789, [20-29],13
2020-01-22,19, 허니브레드,1,2.325581, [20-29],14
2020-01-14,20, 부드러운 롱소세지 브레드,1,3.703704, [0-19],0
2020-01-26,20, 허니브레드,1,1.06383, [0-19],17
2020-01-19,4, 크로와상,2,6.25, [0-19],22
2020-01-19,5, 크로와상,1,3.333333, [0-19],23
2020-01-03,7, 크로와상,1,1.754386, [20-29],11
2020-01-26,7, 크로와상,1,14.285714, [0-19],3
2020-01-09,7, 크로와상,2,2.105263, [0-19],10
2020-01-19,9, 크로와상,1,3.030303, [0-19],23
2020-01-15,10, 크로와상,1,2.173913, [20-29],16
2020-01-16,10, 크로와상,2,2.105263, [0-19],9
2020-01-07,10, 크로와상,3,2.112676, [0-19],17
2020-01-14,12, 크로와상,1,5.263158, [0-19],1
2020-01-14,14, 크로와상,2,1.290323, [0-19],9
2020-01-06,15, 크로와상,1,0.877193, [0-19],13
2020-01-21,16, 크로와상,1,1.298701, [20-29],18
2020-01-08,17, 크로와상,1,2.857143, [0-19],0
2020-01-08,17, 크로와상,1,2.777778, [0-19],0
2020-01-06,18, 크로와상,1,0.869565, [0-19],13
2020-01-08,18, 크로와상,1,4.347826, [20-29],10
2020-01-28,1, 꿀호떡 옛날꿀호떡,1,50, [20-29],2
2020-01-19,2, 꿀호떡 옛날꿀호떡,1,33.333333, [0-19],2
2020-01-23,2, 꿀호떡 요요,1,50, [20-29],3
2020-01-29,2, 꿀호떡 옛날꿀호떡,1,50, [20-29],1
2020-01-20,2, 꿀호떡 요요,2,7.692308, [20-29],21
2020-01-03,3, 호떡,3,2.857143, [0-19],15
2020-01-13,3, 꿀호떡 옛날꿀호떡,1,10, [20-29],8
2020-01-19,3, 호떡,1,2.439024, [0-19],21
2020-01-27,3, 호떡,2,5.263158, [0-19],17
2020-01-18,4, 호떡,2,1.37931, [0-19],17
2020-01-12,4, 호떡,2,3.703704, [20-29],13
2020-01-18,4, 호떡,2,3.030303, [0-19],19
2020-01-14,5, 호떡,2,2.898551, [20-29],19
2020-01-20,5, 꿀호떡 요요,1,3.125, [20-29],21
2020-01-13,5, 꿀호떡 옛날꿀호떡,1,4, [20-29],8
2020-01-21,5, 꿀호떡 요요,1,2.439024, [20-29],16
2020-01-15,6, 호떡,2,2.150538, [0-19],21
2020-01-28,6, 꿀호떡 옛날꿀호떡,1,4, [0-19],23
2020-01-18,6, 호떡,2,1.834862, [0-19],17
2020-01-01,7, 호떡,2,2.469136, [0-19],14
2020-01-09,7, 호떡,1,2.702703, [20-29],17
2020-01-19,7, 호떡,1,1.666667, [0-19],21
2020-01-01,7, 꿀호떡 한입가득,1,2.857143, [0-19],14
2020-01-30,7, 호떡,1,4.166667, [0-19],20
2020-01-31,7, 호떡,1,3.571429, [20-29],19
2020-01-06,8, 호떡,2,1.282051, [0-19],16
2020-01-07,8, 호떡,1,7.142857, [20-29],22
2020-01-11,8, 호떡,2,2.325581, [20-29],18
2020-01-02,8, 호떡,2,2.777778, [0-19],15
2020-01-19,9, 꿀호떡 요요,1,2.222222, [20-29],19
2020-01-26,9, 호떡,1,1.428571, [20-29],12
2020-01-05,9, 호떡,1,1.408451, [0-19],14
2020-01-05,10, 옛날찰호떡,1,2.857143, [20-29],15
2020-01-15,10, 호떡,2,1.694915, [0-19],17
2020-01-21,10, 꿀호떡 요요,1,2.325581, [20-29],16
2020-01-03,10, 호떡,1,1.694915, [20-29],18
2020-01-09,11, 호떡,1,2, [20-29],17
2020-01-09,11, 호떡,1,5.882353, [0-19],0
2020-01-16,12, 호떡,2,1.666667, [0-19],14
2020-01-03,12, 호떡,1,1.265823, [0-19],15
2020-01-09,13, 꿀호떡 옛날꿀호떡,1,2.564103, [20-29],10
2020-01-02,14, 호떡,2,1.801802, [0-19],15
2020-01-11,14, 호떡,1,2.173913, [20-29],17
2020-01-16,14, 호떡,2,2.564103, [0-19],14
2020-01-17,14, 호떡,1,7.142857, [0-19],0
2020-01-19,14, 꿀호떡 옛날꿀호떡,1,0.952381, [0-19],12
2020-01-02,15, 호떡,1,4, [20-29],16
2020-01-21,15, 호떡,2,1.923077, [0-19],19
2020-01-13,16, 호떡,2,1.324503, [0-19],15
2020-01-17,16, 호떡,1,5.555556, [0-19],0
2020-01-31,16, 호떡,1,1.388889, [20-29],19
2020-01-06,17, 호떡,1,0.869565, [0-19],16
2020-01-19,17, 꿀호떡 요요,1,1.587302, [0-19],15
2020-01-23,17, 호떡,1,1.351351, [0-19],17
2020-01-17,18, 꿀호떡 옛날꿀호떡,1,3.448276, [20-29],7
2020-01-01,18, 호떡,1,2.173913, [20-29],18
2020-01-08,18, 호떡,1,0.990099, [0-19],19
2020-01-01,19, 찹쌀호떡믹스,1,0.952381, [0-19],17
2020-01-02,19, 호떡,1,0.787402, [0-19],12
2020-01-05,19, 꿀호떡 한입가득,1,2.12766, [20-29],14
2020-01-07,19, 호떡,1,1.538462, [0-19],10
2020-01-15,19, 호떡,2,1.652893, [0-19],19
2020-01-01,20, 호떡,1,0.714286, [0-19],18
2020-01-05,20, 꿀호떡 한입가득,1,2.12766, [20-29],14
2020-01-28,20, 꿀호떡 옛날꿀호떡,1,0.724638, [20-29],12
2020-01-02,20, 꿀호떡 요요,1,0.980392, [0-19],13
2020-01-30,14, 에클레어,1,3.125, [0-19],21
2020-01-30,1, 오레오 씬즈 티라미수,1,11.111111, [0-19],0
2020-01-25,6, 티라미수,1,11.111111, [0-19],7
2020-01-15,6, 오레오 씬즈 티라미수,1,8.333333, [20-29],23
2020-01-21,8, 티라미수,1,2.439024, [20-29],21
2020-01-24,12, 오레오 씬즈 티라미수,1,2.380952, [20-29],13
2020-01-29,12, 칙촉 티라미수,1,0.970874, [0-19],14
2020-01-26,13, 티라미수,1,2.564103, [20-29],15
2020-01-11,14, 녹차티라미수,1,1.515152, [0-19],23
2020-01-15,14, 오레오 씬즈 티라미수,1,4.761905, [20-29],23
2020-01-18,15, 홈런볼 티라미수,1,3.571429, [20-29],9
2020-01-26,15, 티라미수,1,4.545455, [20-29],15
2020-01-29,16, 오레오 씬즈 티라미수,1,4.347826, [0-19],21
2020-01-02,17, 티라미수,1,2, [20-29],18
2020-01-26,17, 티라미수,1,3.333333, [20-29],14
2020-01-06,19, 티라미수,1,1.785714, [0-19],9
2020-01-05,20, 티라미수,1,0.78125, [0-19],13
2020-01-10,3, 망넛이네 얼그레이 찹싸루니,1,4.347826, [20-29],22
2020-01-11,4, 망넛이네 얼그레이 찹싸루니,1,4, [20-29],20
2020-01-05,9, 망넛이네 팥 미소링,1,4, [20-29],9
2020-01-05,11, 망넛이네 팥 미소링,1,4.545455, [20-29],9
2020-01-05,13, 망넛이네 시나몬 찹싸루니,1,5.555556, [20-29],1
2020-01-25,2, 붕어싸만코,1,11.111111, [0-19],7
2020-01-24,2, 참붕어싸만코,1,33.333333, [0-19],0
2020-01-25,2, 붕어싸만코,1,9.090909, [0-19],7
2020-01-24,3, 참붕어싸만코,1,25, [0-19],0
2020-01-07,5, 떡붕어싸만코,1,14.285714, [20-29],2
2020-01-27,7, 떡붕어싸만코,1,2.564103, [20-29],17
2020-01-16,11, 떡붕어싸만코,1,7.142857, [0-19],23
2020-01-18,11, 참붕어싸만코구마,1,7.142857, [20-29],8
2020-01-17,18, 붕어싸만코,1,1.470588, [20-29],19
2020-01-19,18, 참붕어싸만코구마,1,5, [20-29],9
2020-01-23,18, 붕어싸만코,1,4.166667, [0-19],22
2020-01-04,19, 떡붕어싸만코,1,0.813008, [20-29],18
2020-01-08,1, 슈퍼콘 초코,1,33.333333, [20-29],22
2020-01-03,2, 그릭슈바인 닭가슴살 후랑크,1,14.285714, [20-29],2
2020-01-27,2, 캐슈넛(조미품),1,14.285714, [0-19],7
2020-01-22,3, 슈크림소보로,1,4.761905, [20-29],7
2020-01-28,3, 슈레드 모짜렐라 치즈,2,8, [20-29],22
2020-01-27,3, 캐슈넛(조미품),1,25, [0-19],7
2020-01-16,4, 베이비슈,1,5.555556, [20-29],14
2020-01-06,4, 햇반 슈퍼곡물 귀리밥,1,7.142857, [20-29],21
2020-01-23,4, 바리스타 룰스 로어슈거 에스프레소 라떼,1,25, [20-29],7
2020-01-12,5, 바리스타 룰스 로어슈거 에스프레소 라떼,1,7.142857, [20-29],8
2020-01-15,5, 햇반 슈퍼곡물 귀리밥,1,2.083333, [20-29],10
2020-01-23,5, 슈웹스 그레이프토닉 350ml,1,14.285714, [20-29],22
2020-01-27,5, 덴마크 블랙슈가 밀크티,1,20, [20-29],0
2020-01-02,6, 냉동 화이트슈,1,2.083333, [20-29],14
2020-01-10,6, 햇반 슈퍼곡물 귀리밥,1,1.449275, [20-29],11
2020-01-13,6, 햇반 슈퍼곡물 귀리밥,2,3.571429, [20-29],10
2020-01-23,6, 햇반 슈퍼곡물 귀리밥,1,2.173913, [0-19],9
2020-01-10,7, 햇반 슈퍼곡물 귀리밥,1,5, [20-29],6
2020-01-27,7, 슈퍼콘 바닐라,1,3.225806, [20-29],20
2020-01-14,7, 햇반 슈퍼곡물 귀리밥,1,3.448276, [20-29],10
2020-01-12,8, 차슈볶음밥,1,5.882353, [0-19],1
2020-01-03,8, 그릭슈바인 닭가슴살 후랑크,1,7.692308, [20-29],2
2020-01-29,8, 슈퍼콘 딸기,1,1.960784, [0-19],15
2020-01-18,9, 슈레드 모짜렐라 치즈,1,5.882353, [20-29],23
2020-01-27,9, 덴마크 블랙슈가 밀크티,1,11.111111, [20-29],0
2020-01-05,9, 덴마크 블랙슈가 밀크티,1,1.785714, [0-19],20
2020-01-27,9, 슈레드 모짜렐라 치즈,1,5.263158, [0-19],23
2020-01-29,9, 로아커 웨하스 티라미슈,1,7.692308, [20-29],15
2020-01-28,10, 요플레 라이트 슈퍼베리,2,2.857143, [0-19],9
2020-01-10,10, 햇반 슈퍼곡물 귀리밥,1,3.703704, [20-29],6
2020-01-12,11, 슈레드 모짜렐라 치즈,1,2.5, [0-19],8
2020-01-17,11, 그릭슈바인 닭가슴살 후랑크,1,1.449275, [20-29],17
2020-01-09,11, 햇반 슈퍼곡물 귀리밥,1,3.846154, [20-29],7
2020-01-23,12, 피자  슈퍼슈프림  냉동,3,2.013423, [0-19],13
2020-01-31,12, 베이비슈,1,3.703704, [20-29],8
2020-01-07,12, 햇반 슈퍼곡물 귀리밥,1,2.857143, [20-29],14
2020-01-23,13, 베이비슈,1,5.882353, [20-29],21
2020-01-24,13, 슈퍼콘 초코,1,2.380952, [20-29],13
2020-01-09,14, 햇반 슈퍼곡물 귀리밥,1,2.564103, [20-29],7
2020-01-05,14, 요플레 오리지널 슈퍼베리,1,1.449275, [20-29],18
2020-01-10,14, 햇반 슈퍼곡물 귀리밥,1,3.703704, [0-19],7
2020-01-09,14, 햇반 슈퍼곡물 귀리밥,1,1.265823, [20-29],18
2020-01-17,14, 그릭슈바인 닭가슴살 후랑크,1,2.173913, [20-29],17
2020-01-23,14, 캐슈넛(조미품),1,2.702703, [20-29],17
2020-01-09,15, 햇반 슈퍼곡물 귀리밥,1,3.571429, [20-29],10
2020-01-05,15, 슈팅스타 트리컬러,1,2.12766, [20-29],14
2020-01-05,15, 요플레 오리지널 슈퍼베리,1,1.282051, [20-29],18
2020-01-24,15, 크로크무슈,1,2.5, [20-29],13
2020-01-11,16, 캐슈넛(조미품),1,1.666667, [20-29],14
2020-01-25,16, 덴마크 블랙슈가 밀크티,1,2.272727, [0-19],10
2020-01-24,17, 크로크무슈,1,2.380952, [20-29],13
2020-01-03,18, 햇반 슈퍼곡물 귀리밥,1,4.166667, [0-19],0
2020-01-23,18, 슈웹스 그레이프토닉 350ml,1,4.347826, [20-29],22
2020-01-29,19, 슈퍼콘 딸기,1,1.075269, [0-19],15
2020-01-10,19, 햇반 슈퍼곡물 귀리밥,1,3.448276, [20-29],21
2020-01-14,19, 슈퍼100 딸기,1,3.448276, [20-29],10
2020-01-12,20, 캐슈넛(조미품),1,3.030303, [20-29],17
2020-01-02,1, 마카롱,3,7.5, [20-29],10
2020-01-02,1, 마카롱,1,3.333333, [20-29],17
2020-01-07,1, 마카롱,1,14.285714, [20-29],2
2020-01-17,1, 마카롱,2,5.128205, [20-29],15
2020-01-19,1, 마카롱,1,5.882353, [20-29],16
2020-01-26,1, 마카롱,3,12, [0-19],21
2020-01-15,1, 마카롱,1,100, [0-19],1
2020-01-29,1, 마카롱,2,3.921569, [0-19],15
2020-01-29,1, 마카롱,2,15.384615, [20-29],15
2020-01-02,2, 마카롱,4,5.714286, [0-19],10
2020-01-06,2, 마카롱,1,7.142857, [20-29],21
2020-01-08,2, 마카롱,3,3.947368, [0-19],14
2020-01-14,2, 마카롱,5,7.692308, [0-19],21
2020-01-15,2, 마카롱,1,8.333333, [20-29],4
2020-01-16,2, 마카롱,1,5.555556, [20-29],14
2020-01-21,2, 마카롱,3,4.761905, [0-19],22
2020-01-22,2, 마카롱,1,10, [0-19],0
2020-01-29,2, 마카롱,2,6.896552, [20-29],16
2020-01-02,2, 마카롱,2,8.695652, [0-19],7
2020-01-16,2, 마카롱,1,2.857143, [20-29],14
2020-01-15,3, 마카롱,2,4.347826, [20-29],16
2020-01-02,3, 마카롱,1,2.702703, [20-29],17
2020-01-10,3, 마카롱,1,1.960784, [20-29],17
2020-01-10,3, 마카롱,5,5.319149, [0-19],16
2020-01-19,3, 마카롱,2,6.060606, [0-19],23
2020-01-19,3, 마카롱,1,3.448276, [20-29],16
2020-01-31,3, 마카롱모카파티,3,3.797468, [0-19],19
2020-01-02,4, 마카롱,2,4.347826, [0-19],0
2020-01-06,4, 마카롱,2,2.352941, [20-29],18
2020-01-21,4, 마카롱,3,2.205882, [0-19],16
2020-01-25,4, 마카롱,3,4.918033, [0-19],14
2020-01-07,4, 마카롱,3,3.092784, [0-19],15
2020-01-11,4, 마카롱,3,3.409091, [0-19],17
2020-01-15,4, 마카롱,1,25, [20-29],4
2020-01-27,4, 마카롱,2,5.714286, [20-29],14
2020-01-03,5, 마카롱,1,3.333333, [20-29],10
2020-01-10,5, 마카롱,1,1.851852, [20-29],17
2020-01-14,5, 마카롱,2,2.777778, [20-29],13
2020-01-08,5, 마카롱,3,3.896104, [0-19],14
2020-01-19,5, 마카롱,1,2.380952, [20-29],15
2020-01-25,5, 마카롱,1,16.666667, [20-29],14
2020-01-30,5, 마카롱,1,4.166667, [0-19],20
2020-01-06,6, 마카롱,1,2.941176, [20-29],16
2020-01-10,6, 마카롱쇼콜라,1,14.285714, [20-29],23
2020-01-11,6, 마카롱,2,1.41844, [0-19],20
2020-01-13,6, 마카롱,2,1.37931, [0-19],20
2020-01-15,6, 마카롱,1,4.347826, [20-29],21
2020-01-15,6, 마카롱,1,12.5, [0-19],1
2020-01-18,6, 마카롱,1,10, [0-19],1
2020-01-03,6, 마카롱,2,1.574803, [0-19],13
2020-01-03,6, 마카롱,1,2.631579, [0-19],21
2020-01-06,6, 마카롱,2,2.222222, [20-29],18
2020-01-14,6, 마카롱,1,2.439024, [20-29],20
2020-01-18,6, 마카롱,2,2.380952, [0-19],16
2020-01-18,6, 마카롱,1,5, [0-19],22
2020-01-03,7, 마카롱,3,1.724138, [0-19],19
2020-01-18,7, 마카롱,3,2.142857, [0-19],19
2020-01-23,7, 마카롱,1,4.545455, [20-29],17
2020-01-03,7, 마카롱,1,2.702703, [20-29],10
2020-01-19,7, 마카롱,1,2.439024, [0-19],21
2020-01-22,7, 마카롱,1,7.692308, [0-19],0
2020-01-27,7, 마카롱,1,6.25, [20-29],22
2020-01-12,8, 초코 마카롱,2,2.409639, [0-19],15
2020-01-13,8, 마카롱,2,2.409639, [20-29],11
2020-01-10,8, 마카롱,2,2.985075, [0-19],8
2020-01-15,8, 마카롱,2,2.777778, [20-29],16
2020-01-20,8, 마카롱,2,2.898551, [0-19],10
2020-01-10,9, 마카롱,2,2.380952, [0-19],8
2020-01-12,9, 마카롱,2,2.409639, [0-19],15
2020-01-12,9, 녹차 마카롱,1,7.142857, [20-29],23
2020-01-18,9, 마카롱,2,1.626016, [0-19],14
2020-01-23,9, 마카롱,1,1.470588, [0-19],10
2020-01-28,9, 마카롱,3,1.818182, [0-19],19
2020-01-13,9, 마카롱,2,1.904762, [20-29],11
2020-01-23,9, 마카롱,2,2.816901, [0-19],13
2020-01-23,9, 녹차 마카롱,1,1.538462, [0-19],15
2020-01-06,10, 마카롱,2,1.851852, [0-19],10
2020-01-12,10, 마카롱,2,0.990099, [0-19],13
2020-01-29,10, 마카롱,2,2.150538, [0-19],15
2020-01-02,10, 마카롱,1,1.785714, [20-29],11
2020-01-21,10, 마카롱,1,3.333333, [0-19],23
2020-01-23,10, 초코마카롱 Best,2,2.222222, [0-19],16
2020-01-28,10, 마카롱,1,2.777778, [0-19],21
2020-01-27,11, 마카롱,1,3.030303, [20-29],14
2020-01-03,11, 마카롱,1,1.785714, [0-19],16
2020-01-14,11, 마카롱,1,5.263158, [0-19],23
2020-01-23,11, 마카롱,1,2.702703, [20-29],17
2020-01-27,11, 마카롱,2,2.061856, [0-19],13
2020-01-30,11, 마카롱,2,1.550388, [0-19],18
2020-01-09,12, 마카롱,1,2.272727, [20-29],14
2020-01-07,12, 마카롱,1,1.25, [0-19],15
2020-01-21,12, 마카롱,3,1.764706, [0-19],18
2020-01-27,12, 마카롱,2,1.652893, [0-19],18
2020-01-21,12, 마카롱,2,1.923077, [0-19],19
2020-01-03,13, 마카롱,2,0.97561, [0-19],13
2020-01-03,13, 마카롱,1,1.923077, [0-19],16
2020-01-02,13, 마카롱,1,2.941176, [20-29],10
2020-01-16,13, 마카롱,2,1.324503, [0-19],11
2020-01-21,13, 마카롱,2,1.769912, [0-19],13
2020-01-16,14, 마카롱,2,1.183432, [0-19],11
2020-01-19,14, 마카롱,1,2.272727, [20-29],14
2020-01-23,14, 녹차 마카롱,1,0.909091, [0-19],15
2020-01-06,15, 마카롱,1,5.263158, [20-29],14
2020-01-18,15, 마카롱,1,3.225806, [20-29],16
2020-01-27,15, 마카롱,2,1.587302, [0-19],16
2020-01-01,16, 마카롱,1,3.225806, [0-19],22
2020-01-06,16, 마카롱,1,1.111111, [0-19],8
2020-01-14,16, 마카롱,1,3.125, [0-19],23
2020-01-18,16, 마카롱,1,3.125, [0-19],22
2020-01-02,16, 마카롱,2,1.754386, [0-19],18
2020-01-10,17, 마카롱,1,1.960784, [0-19],22
2020-01-12,17, 마카롱,1,1.818182, [0-19],21
2020-01-20,17, 마카롱,2,1.587302, [0-19],14
2020-01-05,18, 마카롱,1,2.12766, [20-29],14
2020-01-06,18, 마카롱,1,3.225806, [20-29],15
2020-01-25,18, 마카롱,1,2.222222, [20-29],15
2020-01-31,18, 마카롱,1,3.703704, [0-19],22
2020-01-01,19, 마카롱,1,1.234568, [0-19],14
2020-01-06,19, 마카롱,1,4.347826, [0-19],0
2020-01-18,19, 마카롱,1,3.571429, [0-19],23
2020-01-20,19, 마카롱,2,1.449275, [0-19],10
2020-01-22,19, 초코마카롱 Best,2,1.481481, [0-19],18
2020-01-08,20, 마카롱,2,1.666667, [0-19],10
2020-01-21,20, 마카롱,1,5, [0-19],7
2020-01-25,20, 마카롱,1,2.083333, [20-29],15
2020-01-29,20, 마카롱,1,0.952381, [0-19],20
2020-01-05,20, 마카롱,2,1.481481, [0-19],12
2020-01-01,1, 쌀과자,8,19.047619, [0-19],23
2020-01-18,2, 쌀과자말이,1,5.882353, [20-29],23
2020-01-30,2, 쌀과자,1,11.111111, [0-19],0
2020-01-23,4, 쌀과자,1,20, [20-29],21
2020-01-27,5, 쌀과자,2,3.571429, [0-19],15
2020-01-24,6, 쌀과자,1,4.545455, [20-29],16
2020-01-28,6, 쌀과자말이,2,2.352941, [0-19],15
2020-01-17,6, 쌀과자,1,2.777778, [20-29],20
2020-01-19,7, 쌀과자,1,5, [20-29],21
2020-01-23,7, 쌀과자말이,1,1.754386, [0-19],19
2020-01-17,8, 쌀과자,1,1.639344, [20-29],20
2020-01-23,11, 쌀과자,1,5.882353, [20-29],21
2020-01-21,11, 쌀과자,1,3.225806, [20-29],10
2020-01-30,12, 쌀과자,1,5, [20-29],10
2020-01-23,13, 쌀과자말이,1,0.769231, [0-19],19
2020-01-04,14, 쌀과자말이,1,3.571429, [20-29],21
2020-01-28,14, 쌀과자말이,1,2.083333, [0-19],15
2020-01-05,15, 쌀과자,1,3.703704, [20-29],11
2020-01-25,15, 쌀과자,1,2.631579, [20-29],11
2020-01-13,16, 쌀과자말이,1,2.173913, [0-19],23
2020-01-31,18, 쌀과자말이,1,4.166667, [20-29],21
2020-01-02,18, 쌀과자,1,1.612903, [0-19],19
2020-01-22,20, 쌀과자,1,1.612903, [0-19],20
2020-01-26,5, 화이트하임,1,2.325581, [0-19],19
2020-01-26,8, 화이트하임,1,1.265823, [0-19],19
2020-01-12,9, 화이트하임,1,1.923077, [20-29],11
2020-01-24,11, 화이트하임,1,5.555556, [20-29],10
2020-01-30,11, 화이트하임,1,4.545455, [20-29],15
2020-01-08,12, 화이트하임,1,1.492537, [20-29],19
2020-01-14,18, 화이트하임,2,0.925926, [0-19],12
2020-01-03,19, 화이트하임,1,1.724138, [20-29],17
2020-01-29,5, 쿠쿠다스 카페라뗴,3,2.857143, [0-19],20
2020-01-05,1, 샌드위치,3,6, [20-29],13
2020-01-10,1, 햄계란치즈샌드위치,1,8.333333, [20-29],0
2020-01-23,1, 햄계란샌드위치,2,8.695652, [20-29],22
2020-01-26,1, 샌드위치,2,9.52381, [20-29],13
2020-01-01,1, 샌드위치,1,50, [20-29],23
2020-01-08,1, 샌드위치,1,16.666667, [0-19],6
2020-01-14,1, 햄계란샌드위치,1,50, [20-29],4
2020-01-09,2, 샌드위치,2,5.405405, [0-19],7
2020-01-05,2, 샌드위치,1,14.285714, [0-19],1
2020-01-18,2, 샌드위치,3,3.703704, [20-29],19
2020-01-29,2, 써브웨에 클럽 샌드위치,1,5.882353, [20-29],10
2020-01-29,2, 햄치즈샌드위치,1,4.761905, [20-29],22
2020-01-11,2, 샌드위치,1,7.142857, [20-29],20
2020-01-16,2, 햄계란치즈샌드위치,1,11.111111, [20-29],23
2020-01-22,2, 샌드위치,1,3.846154, [20-29],19
2020-01-29,2, 햄치즈샌드위치,1,20, [20-29],22
2020-01-07,3, 샌드위치,3,4.477612, [0-19],21
2020-01-10,3, 터키 샌드위치,1,14.285714, [20-29],23
2020-01-14,3, 햄계란샌드위치,1,25, [20-29],4
2020-01-15,3, 샌드위치,1,2.272727, [20-29],8
2020-01-15,3, 샌드위치,1,16.666667, [20-29],2
2020-01-17,3, 햄 샌드위치,1,20, [0-19],4
2020-01-20,3, 햄계란샌드위치,2,5.555556, [0-19],23
2020-01-29,3, 샌드위치,4,4.494382, [0-19],10
2020-01-09,3, 샌드위치,2,7.407407, [0-19],7
2020-01-10,3, 터키 샌드위치,1,25, [20-29],23
2020-01-20,3, 샌드위치,1,2.941176, [20-29],8
2020-01-23,3, 샌드위치,1,14.285714, [20-29],22
2020-01-28,3, 샌드위치,1,2.941176, [20-29],9
2020-01-30,3, 터키 샌드위치,1,9.090909, [20-29],22
2020-01-02,4, 햄계란샌드위치,1,2.083333, [20-29],14
2020-01-07,4, 햄치즈샌드위치,1,2.564103, [20-29],17
2020-01-11,4, 터키 샌드위치,1,5.555556, [20-29],2
2020-01-12,4, 샌드위치,4,2.702703, [0-19],11
2020-01-13,4, 샌드위치,1,3.030303, [20-29],9
2020-01-21,4, 호밀 샌드위치,1,4.761905, [0-19],1
2020-01-23,4, 햄계란샌드위치,1,20, [20-29],2
2020-01-03,4, 햄계란치즈샌드위치,1,3.703704, [0-19],22
2020-01-06,4, 샌드위치,2,2.222222, [20-29],18
2020-01-10,4, 샌드위치,1,2.439024, [0-19],22
2020-01-11,4, 터키 샌드위치,1,14.285714, [20-29],2
2020-01-15,4, 샌드위치,3,3.488372, [0-19],20
2020-01-05,5, 치킨 샌드위치,1,4, [20-29],10
2020-01-11,5, 샌드위치,2,5.263158, [20-29],10
2020-01-14,5, 샌드위치,1,11.111111, [20-29],1
2020-01-20,5, 샌드위치,1,3.030303, [20-29],8
2020-01-23,5, 샌드위치,2,1.818182, [0-19],15
2020-01-29,5, 샌드위치,1,14.285714, [0-19],2
2020-01-04,5, 포켓샌드위치,1,2.777778, [20-29],10
2020-01-06,5, 호밀 샌드위치,1,9.090909, [0-19],6
2020-01-07,5, 샌드위치,3,3.571429, [0-19],21
2020-01-15,5, 샌드위치,2,2.531646, [20-29],11
2020-01-21,5, 샌드위치,1,5.555556, [20-29],21
2020-01-29,5, 써브웨에 클럽 샌드위치,1,6.666667, [20-29],20
2020-01-03,6, 햄계란치즈샌드위치,1,3.571429, [20-29],8
2020-01-10,6, 샌드위치,1,1.960784, [0-19],22
2020-01-29,6, 샌드위치,1,5.555556, [0-19],23
2020-01-30,6, 햄계란치즈샌드위치,2,2.898551, [0-19],8
2020-01-02,6, 햄계란치즈샌드위치,1,2.040816, [20-29],14
2020-01-08,6, 샌드위치,1,2.631579, [20-29],16
2020-01-01,7, 포켓샌드위치,1,2.325581, [20-29],20
2020-01-07,7, 햄계란치즈샌드위치,1,1.5625, [20-29],13
2020-01-10,7, 샌드위치,1,3.571429, [20-29],10
2020-01-11,7, 텐더치킨 랩 샌드위치,1,1.724138, [20-29],17
2020-01-21,7, 샌드위치,1,11.111111, [0-19],2
2020-01-23,7, 호밀 샌드위치,1,4, [20-29],9
2020-01-24,7, 샌드위치,1,1.724138, [0-19],10
2020-01-31,7, 햄계란치즈샌드위치,1,3.333333, [0-19],23
2020-01-02,7, 햄계란치즈샌드위치,1,2, [20-29],18
2020-01-03,7, 샌드위치,2,2.409639, [0-19],14
2020-01-13,7, 햄계란치즈샌드위치,1,14.285714, [20-29],0
2020-01-29,7, 샌드위치,1,4.761905, [0-19],23
2020-01-30,7, 샌드위치,1,11.111111, [0-19],0
2020-01-30,7, 클럽샌드위치,1,6.25, [20-29],16
2020-01-01,8, 샌드위치,1,5.555556, [20-29],8
2020-01-02,8, 샌드위치,2,3.125, [0-19],9
2020-01-03,8, 햄 치즈 루꼴라 샌드위치,1,3.333333, [20-29],10
2020-01-08,8, 샌드위치,2,2.702703, [20-29],11
2020-01-16,8, 햄계란치즈샌드위치,1,4.347826, [20-29],23
2020-01-17,8, 샌드위치,1,5.882353, [20-29],1
2020-01-25,8, 치킨 샌드위치,1,3.125, [20-29],12
2020-01-28,8, 클럽샌드위치,1,4, [0-19],23
2020-01-04,8, 햄계란샌드위치,1,11.111111, [0-19],1
2020-01-07,8, 샌드위치,1,2.083333, [20-29],10
2020-01-07,8, 햄치즈샌드위치,1,1.587302, [20-29],17
2020-01-19,8, 샌드위치,1,1.612903, [0-19],10
2020-01-22,8, 햄치즈샌드위치,1,6.25, [20-29],7
2020-01-02,9, 햄계란치즈샌드위치,1,2.083333, [20-29],14
2020-01-04,9, 햄계란샌드위치,1,4.545455, [0-19],8
2020-01-14,9, 터키 베이컨 아보카도 샌드위치,1,7.692308, [20-29],21
2020-01-19,9, 샌드위치,1,4.347826, [20-29],0
2020-01-22,9, 샌드위치,1,1.785714, [20-29],19
2020-01-23,9, 샌드위치,1,4.347826, [20-29],22
2020-01-03,9, 햄 치즈 루꼴라 샌드위치,1,2.702703, [20-29],10
2020-01-04,9, 햄계란샌드위치,1,5.263158, [0-19],8
